	importance
GLF	0.0004427384342900106
MoranAuto_Hydrophobicity12	0.0004426936654158593
MoranAuto_ResidueASA7	0.00044267328358700293
_SecondaryStrD3075	0.0004422835203299967
MoranAuto_Polarizability17	0.0004422762111429012
PAAC30_y	0.0004417156058491277
MoranAuto_Steric19	0.00044025179466796057
GGI	0.00043984793656674185
MoranAuto_Polarizability6	0.000438777914524932
GearyAuto_ResidueVol1	0.00043800009800448075
TA	0.0004379467734324139
_PolarityT13	0.00043782462095938186
MoranAuto_AvFlexibility19	0.00043772618862631226
GearyAuto_AvFlexibility19	0.0004377193361489763
APAAC14	0.00043711270125884713
GearyAuto_Mutability7	0.00043422030959073486
_PolarizabilityD1075	0.00043327569038281423
MoranAuto_Polarizability5	0.0004318339396831344
autocorr_1	0.000429397114266682
GearyAuto_Steric17	0.00042856428595080957
GearyAuto_FreeEnergy18	0.0004285568628645123
MoranAuto_Steric5	0.0004282343256078966
GG	0.0004279629389418707
MoreauBrotoAuto_Polarizability12	0.00042733588624238383
MoranAuto_Steric4	0.00042490404750679617
_PolarizabilityD3100	0.0004223561047326319
MoreauBrotoAuto_AvFlexibility22	0.00042096818349697583
_SolventAccessibilityD1100	0.00042016348244322104
MoranAuto_FreeEnergy20	0.00041980021281819575
GearyAuto_FreeEnergy13	0.0004194999460824651
MoranAuto_ResidueVol17	0.0004192596942078713
_SecondaryStrT12	0.0004173537795205452
GearyAuto_Mutability10	0.00041648083765930314
GearyAuto_Hydrophobicity9	0.0004158883693044298
_SolventAccessibilityT23	0.00041459828411866703
_SecondaryStrT23	0.00041204965454924824
MoranAuto_Steric9	0.0004118435100235416
TM	0.00041149967511744715
MoranAuto_ResidueVol14	0.0004093838894302092
STM	0.00040764968967190184
Molar_extinction_coefficient_reduced	0.00040619413012885823
MoreauBrotoAuto_FreeEnergy17	0.00040567553497485227
MoreauBrotoAuto_AvFlexibility3	0.0004053858671440812
AV	0.0004043808726036245
MoranAuto_FreeEnergy30	0.00040310247389914753
GearyAuto_ResidueASA12	0.0004028070292956886
GearyAuto_Mutability13	0.000402171015278061
_ChargeD2050	0.00039963479645664977
PAAC29_x	0.0003991383804262089
MoreauBrotoAuto_ResidueVol2	0.000398129520952536
